question,strategy,coverage,completion_certificate,completion_reason,exit_ok,virtual_time_s,mean_clear_time_s,real_runtime_s,stations_visited,fallback_actions,distance_m,switches,measurements,clear_attempts,cleared,lost_signal,scenario_origin,seed,N,completion_ratio,stress,error_mode
3,adaptive,seven,True,coverage_and_clearing,True,6157.7147,410.51431333333335,0.22713600000133738,7,0,27478.57350105405,87,100,15,15,60,synthetic,20260918,15,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,4672.118155,424.7380140909091,0.143766459019389,7,0,19850.590776520676,102,109,11,11,82,synthetic,20260919,11,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,4395.45509,399.5868263636364,0.11933974997373298,7,0,18537.2754508881,103,106,11,11,82,synthetic,20260919,11,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5298.576387,407.582799,0.15715066698612645,7,0,23757.88193426652,72,82,13,13,51,synthetic,20260920,13,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5107.214865,392.86268192307693,0.15857249998953193,7,0,22621.07432508328,78,88,13,13,57,synthetic,20260920,13,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5138.42065,513.842065,0.13685854198411107,7,0,22082.103250617238,107,113,10,10,88,synthetic,20260921,10,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,4569.201572,456.9201572,0.1272436250001192,7,0,19116.007861205413,111,117,10,10,93,synthetic,20260921,10,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5247.418722,374.815623,0.17374345799908042,7,0,22747.093608335614,98,106,14,14,73,synthetic,20260922,14,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5078.72449,362.766035,0.18600099999457598,7,0,21783.622451530962,102,110,14,14,76,synthetic,20260922,14,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5089.222224,508.9222224,0.15820445795543492,7,0,21581.111122396658,113,122,10,10,95,synthetic,20260923,10,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,4958.917291,495.89172909999996,0.1532839999999851,7,0,20984.58645343874,112,120,10,10,93,synthetic,20260923,10,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5752.611946,479.3843288333333,0.16217879200121388,7,0,25688.059728710232,85,94,12,12,64,synthetic,20260924,12,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5172.21421,431.01785083333334,0.1526552090072073,7,0,22421.071048756276,98,106,12,12,77,synthetic,20260924,12,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5912.513361,394.1675574,0.1964546670205891,7,0,26397.566806993844,83,95,15,15,58,synthetic,20260925,15,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5912.513361,394.1675574,0.19528770801844075,7,0,26397.566806993844,83,95,15,15,58,synthetic,20260925,15,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5759.893899,383.9929266,0.20113954198313877,7,0,25284.469493756773,98,106,15,15,69,synthetic,20260926,15,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5898.620151,393.2413434,0.20854016696102917,7,0,26013.10075748304,96,105,15,15,67,synthetic,20260926,15,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5909.015487,454.53965284615384,0.19667683297302574,7,0,26165.077436927273,91,104,13,13,69,synthetic,20260927,13,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5290.551169,406.96547453846154,0.1973507500370033,7,0,23102.75584686349,90,103,13,13,68,synthetic,20260927,13,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5340.62691,485.51153727272725,0.1777843750314787,7,0,23178.134548081824,100,110,11,11,80,synthetic,20260928,11,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,4880.238391,443.65803554545454,0.17055424995487556,7,0,20631.191954606216,109,118,11,11,89,synthetic,20260928,11,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5021.06982,456.4608927272727,0.11159000004408881,7,0,21795.34910167012,97,102,11,11,78,synthetic,20260929,11,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,4651.532883,422.8666257272727,0.11877887503942475,7,0,19947.664416153435,97,102,11,11,77,synthetic,20260929,11,1.0,none,fixed_location
3,fixed,seven,True,coverage_and_clearing,True,5762.083279,411.5773770714286,0.20458087499719113,7,0,25335.41639434775,95,106,14,14,70,synthetic,20260930,14,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,5723.693523,408.83525164285714,0.20776787505019456,7,0,25408.467614818015,87,97,14,14,60,synthetic,20260930,14,1.0,none,fixed_location
3,adaptive,seven,True,coverage_and_clearing,True,3975.520041,397.55200410000003,0.13015595800243318,7,0,15897.600205094433,121,125,10,10,103,synthetic,909,10,1.0,outward_boundary,positive
3,adaptive,seven,True,coverage_and_clearing,True,3946.66849,394.666849,0.10789499996462837,7,0,15803.342451670002,121,123,10,10,103,synthetic,909,10,1.0,outward_boundary,negative
3,adaptive,seven,True,coverage_and_clearing,True,4438.769486,443.8769486,0.1261608749628067,7,0,18583.847428314268,107,113,10,10,89,synthetic,909,10,1.0,none,spatial
4,fixed,triangular,True,coverage_and_clearing,True,10849.216774,1084.9216774000001,0.2937826249981299,28,3,43626.083870710485,308,352,12,10,325,synthetic,20260911,10,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11705.579901,1170.5579900999999,0.2419423329993151,28,92,46622.89950305072,311,350,100,10,326,synthetic,20260911,10,1.0,none,fixed_location
4,fixed,triangular,True,upper_bound_16,True,12854.602873,803.4126795625,0.40828216599766165,20,54,56288.014362749636,193,233,69,16,191,synthetic,20260912,16,1.0,none,fixed_location
4,adaptive,triangular,True,upper_bound_16,True,8999.104195,562.4440121875,0.39353575004497543,12,54,39465.52097745712,117,150,69,16,108,synthetic,20260912,16,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11357.034648,1135.7034648000001,0.28930516698164865,28,5,45440.173239584234,335,375,13,10,348,synthetic,20260913,10,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10815.121413,1081.5121413000002,0.23724716599099338,28,0,42190.607063510295,357,394,10,10,366,synthetic,20260913,10,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11763.445012,840.2460722857143,0.3513836670317687,28,7,50612.2250584659,221,267,19,14,230,synthetic,20260914,14,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,12279.981951,877.1415679285714,0.3435325419995934,28,43,53254.909754863525,201,247,55,14,212,synthetic,20260914,14,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,13905.32644,1069.6404953846154,0.34807995799928904,28,142,56191.63220036568,330,371,152,13,341,synthetic,20260915,13,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,13490.711033,1037.7470025384614,0.36604666599305347,28,118,55478.5551648778,292,338,129,13,307,synthetic,20260915,13,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,13936.50946,995.4649614285714,0.33428737497888505,28,130,59227.547299049285,235,281,141,14,248,synthetic,20260916,14,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,13728.541873,980.6101337857143,0.3790325410082005,28,160,58012.709365224546,223,273,170,14,242,synthetic,20260916,14,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12256.729732,942.825364,0.25117329199565575,28,3,51598.64866149204,281,317,15,13,284,synthetic,20260917,13,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11463.976021,881.8443093076924,0.21283725003013387,28,0,47434.880102553136,292,324,13,13,291,synthetic,20260917,13,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,15077.202756,1005.1468504000001,0.39508741698227823,28,109,63076.01378119273,304,353,121,15,315,synthetic,20260918,15,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,15315.554499,1021.0369666,0.3462881669984199,28,224,65747.77249422137,198,246,236,15,211,synthetic,20260918,15,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,10925.011438,993.182858,0.2349802500102669,28,0,43855.05719021986,324,355,11,11,324,synthetic,20260919,11,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10279.254228,934.477657090909,0.22693408298073336,28,11,41306.27114180846,293,328,21,11,299,synthetic,20260919,11,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11976.410884,921.2623756923077,0.31744658399838954,28,36,49972.05442072133,267,309,48,13,277,synthetic,20260920,13,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11631.397354,894.7228733846155,0.33304749999661,28,66,48601.98677134439,237,284,76,13,255,synthetic,20260920,13,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12350.669017,1235.0669017,0.21094262500992045,28,108,48478.34508480829,354,386,117,10,361,synthetic,20260921,10,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11724.971959,1172.4971959,0.2133141250233166,28,108,46759.859795280245,307,339,117,10,317,synthetic,20260921,10,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11874.935315,848.2096653571429,0.347062167013064,28,0,48829.67657353223,309,346,14,14,307,synthetic,20260922,14,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10380.242857,741.4459183571428,0.2507844170322642,28,10,42621.21428461378,264,299,23,14,268,synthetic,20260922,14,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12401.735404,1240.1735403999999,0.3426561660016887,28,43,50128.67702043177,328,375,51,10,348,synthetic,20260923,10,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11288.722098,1128.8722098,0.277385207999032,28,2,45193.6104895817,332,373,11,10,347,synthetic,20260923,10,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12601.224508,1050.1020423333332,0.22891062503913417,28,0,50896.122539773816,367,399,12,12,366,synthetic,20260924,12,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10270.129499,855.8441249166667,0.1931217080564238,28,0,42110.64749715637,273,303,12,12,271,synthetic,20260924,12,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12620.491487,841.3660991333333,0.416920708026737,28,59,53772.45743585977,231,279,70,15,244,synthetic,20260925,15,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10919.357955,727.957197,0.2847046669921838,28,0,47026.78977697336,209,246,15,15,208,synthetic,20260925,15,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11732.520054,782.1680036,0.34746774996165186,28,34,49407.600271312614,245,287,47,15,252,synthetic,20260926,15,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11392.212512,759.4808341333334,0.26110970799345523,28,1,48781.06255797248,231,266,15,15,229,synthetic,20260926,15,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11973.284576,921.0218904615384,0.283972334000282,28,0,49411.42288061199,306,344,13,13,306,synthetic,20260927,13,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10586.002245,814.307865,0.29839508299482986,28,0,43995.011225370436,252,294,13,13,258,synthetic,20260927,13,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,13085.296841,1189.5724400909091,0.3501702090143226,28,16,53666.484202516614,337,383,26,11,354,synthetic,20260928,11,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11586.307407,1053.3006733636364,0.3520320410025306,28,16,47561.53703631157,289,337,26,11,308,synthetic,20260928,11,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,11752.301979,1068.391089,0.21342912496766075,28,4,47396.5098939285,339,374,14,11,347,synthetic,20260929,11,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,10964.276126,996.7523750909091,0.1446075420244597,28,0,44341.380627805884,316,345,11,11,320,synthetic,20260929,11,1.0,none,fixed_location
4,fixed,triangular,True,coverage_and_clearing,True,12328.541083,880.6100773571428,0.3446604999480769,28,3,52567.705413177246,254,297,16,14,259,synthetic,20260930,14,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,11728.307921,837.7362800714285,0.35128249996341765,28,76,49211.53960557983,229,273,88,14,240,synthetic,20260930,14,1.0,none,fixed_location
4,adaptive,triangular,True,coverage_and_clearing,True,15898.052724,1589.8052724,0.5253540839767084,28,205,62205.26362009701,419,477,211,10,457,synthetic,909,10,1.0,outward_boundary,positive
4,adaptive,triangular,True,coverage_and_clearing,True,16024.386913,1602.4386913,0.4901059589465149,28,199,62961.934566340184,419,475,206,10,451,synthetic,909,10,1.0,outward_boundary,negative
4,adaptive,triangular,True,coverage_and_clearing,True,10867.938326,1086.7938325999999,0.2618073329795152,28,19,42984.69163090781,327,368,28,10,344,synthetic,909,10,1.0,none,spatial
