travel_weight,rank,x_m,y_m,worst_linearized_m,distance_m,score,max_source_distance_m
0.0,39,824.1434657830268,-30.614674589207166,1612.051266056008,824.7118954477752,1612.051266056008,824.7118960146984
0.0,40,676.3227405812208,30.61467458920719,1805.551000398251,677.0152935698694,1805.551000398251,825.6512426689419
0.0,41,676.3227405812208,-30.614674589207173,1805.5510003982565,677.0152935698694,1805.5510003982565,825.6512426689419
0.0,42,778.5173744295857,-28.28427124746191,1941.0759158456626,779.0310021358173,1941.0759158456626,779.0310027027574
0.0,43,778.5173744295857,28.2842712474619,1941.0759158456628,779.0310021358173,1941.0759158456628,779.0310027027574
0.0,44,721.9488319346619,28.284271247461902,2008.9550184405684,722.5026753803911,2008.9550184405684,779.973625238096
0.0,45,721.9488319346619,-28.2842712474619,2008.95501844057,722.5026753803911,2008.95501844057,779.973625238096
0.0,46,713.2779218816723,15.307337294603595,11610.31885609402,713.4421549213979,11610.31885609402,787.8291961086118
0.0,47,713.2779218816723,-15.307337294603586,11610.318856094233,713.4421549213979,11610.318856094233,787.8291961086118
0.0,48,787.1882844825753,15.307337294603592,19459.093479860734,787.3371004859804,19459.093479860734,787.3371010531872
0.0,49,787.1882844825753,-15.307337294603583,19459.093479861964,787.3371004859804,19459.093479861964,787.3371010531872
0.02,0,750.2331031821238,500.0,76.6690126663822,901.5817817093906,94.70064830057001,916.1300056854063
0.02,1,750.2331031821237,-500.0,76.66901266638223,901.5817817093905,94.70064830057004,916.1300056854064
0.02,2,872.6918015389526,295.64145040361177,93.73940027055413,921.4091640905542,112.16758355236522,921.409164627873
0.02,3,872.6918015389526,-295.6414504036117,93.73940027055414,921.4091640905542,112.16758355236523,921.409164627873
0.02,4,750.2331031821238,320.0,106.68284851870656,815.6284136236791,122.99541679118015,825.9383605748778
0.02,5,750.2331031821237,-320.0,106.68284851870662,815.628413623679,122.9954167911802,825.938360574878
0.02,6,627.7744048252952,295.64145040361177,136.46601374056993,693.9053037342378,150.3441198152547,929.7939738220733
0.02,7,627.7744048252952,-295.64145040361177,136.46601374056993,693.9053037342378,150.3441198152547,929.7939738220733
0.02,8,811.4624523605382,147.82072520180589,203.05366120428278,824.816511952911,219.54999144334099,824.8165125110402
0.02,9,811.4624523605382,-147.82072520180586,203.05366120428283,824.816511952911,219.54999144334104,824.8165125110402
0.02,10,750.2331031821238,160.0,206.910269782032,767.1047575854808,222.25236493374163,772.6007654120698
0.02,11,750.2331031821238,-160.0,206.910269782032,767.1047575854808,222.25236493374163,772.6007654120698
0.02,12,689.0037540037096,-147.82072520180589,247.249939737406,704.6822970888314,261.34358567918264,829.50784918449
0.02,13,689.0037540037094,147.82072520180589,247.2499397374062,704.6822970888313,261.3435856791828,829.5078491844902
0.02,14,863.3701881719714,113.1370849898476,247.88926222268532,870.7514466391115,265.3042911554675,870.7514472016165
0.02,15,863.3701881719714,-113.13708498984764,247.88926222268532,870.7514466391115,265.3042911554675,870.7514472016165
0.02,16,637.0960181922762,113.13708498984761,355.2214447513165,647.0636262350505,368.1627172760175,874.1202974326167
0.02,17,637.0960181922762,-113.1370849898476,355.22144475131677,647.0636262350505,368.16271727601776,874.1202974326167
0.02,18,750.2331031821238,80.0,446.9341550927918,754.4863876242429,462.02388284527666,757.2851684394827
0.02,19,750.2331031821238,-80.0,446.9341550927922,754.4863876242429,462.02388284527706,757.2851684394827
0.02,20,780.847777771331,73.91036260090294,469.2187508378191,784.3379333872759,484.90550950556457,784.3379339520657
0.02,21,780.847777771331,-73.91036260090293,469.2187508378196,784.3379333872759,484.9055095055651,784.3379339520657
0.02,22,898.0538283839297,61.22934917841437,492.4907433467182,900.1387181295141,510.4935177093085,900.1387186955143
0.02,23,898.0538283839297,-61.22934917841433,492.49074334671866,900.1387181295141,510.49351770930895,900.1387186955143
0.02,24,719.6184285929166,73.91036260090294,513.7853215245353,723.4040533963959,528.2534025924632,786.8077852373457
0.02,25,719.6184285929166,-73.91036260090294,513.7853215245354,723.4040533963959,528.2534025924633,786.8077852373457
0.02,26,806.8016456770476,-56.56854249492382,633.8489824100442,808.7823535829601,650.0246294817034,808.7823541488849
0.02,27,806.8016456770476,56.5685424949238,633.8489824100444,808.7823535829601,650.0246294817036,808.7823541488849
0.02,28,693.6645606872,56.568542494923804,740.2297203900023,695.9673287973842,754.1490669659499,810.5973119697602
0.02,29,693.6645606872,-56.5685424949238,740.2297203900023,695.9673287973842,754.1490669659499,810.5973119697602
0.02,30,602.412377980318,61.22934917841438,750.5500764490545,605.5160661326119,762.6603977717067,901.8593233315385
0.02,31,602.412377980318,-61.229349178414346,750.5500764490548,605.5160661326119,762.660397771707,901.8593233315385
0.02,32,750.2331031821238,-40.0,1111.1226611026145,751.2986816907636,1126.1486347364298,752.7052996691104
0.02,33,750.2331031821238,40.0,1111.1226611026148,751.2986816907636,1126.14863473643,752.7052996691104
0.02,34,765.5404404767274,36.95518130045147,1233.6786520126677,766.4318961461945,1249.0072899355916,766.4318967128488
0.02,35,765.5404404767274,-36.955181300451464,1233.6786520126684,766.4318961461945,1249.0072899355923,766.4318967128488
0.02,36,734.9257658875202,36.95518130045147,1273.3978132182756,735.854310845773,1288.114899435191,767.6966200497474
0.02,37,734.9257658875202,-36.95518130045147,1273.3978132182756,735.854310845773,1288.114899435191,767.6966200497474
0.02,38,824.1434657830268,30.614674589207183,1612.0512660560055,824.7118954477752,1628.545503964961,824.7118960146984
0.02,39,824.1434657830268,-30.614674589207166,1612.051266056008,824.7118954477752,1628.5455039649635,824.7118960146984
0.02,40,676.3227405812208,30.61467458920719,1805.551000398251,677.0152935698694,1819.0913062696484,825.6512426689419
0.02,41,676.3227405812208,-30.614674589207173,1805.5510003982565,677.0152935698694,1819.0913062696538,825.6512426689419
0.02,42,778.5173744295857,-28.28427124746191,1941.0759158456626,779.0310021358173,1956.656535888379,779.0310027027574
0.02,43,778.5173744295857,28.2842712474619,1941.0759158456628,779.0310021358173,1956.6565358883793,779.0310027027574
0.02,44,721.9488319346619,28.284271247461902,2008.9550184405684,722.5026753803911,2023.4050719481763,779.973625238096
0.02,45,721.9488319346619,-28.2842712474619,2008.95501844057,722.5026753803911,2023.405071948178,779.973625238096
0.02,46,713.2779218816723,15.307337294603595,11610.31885609402,713.4421549213979,11624.587699192447,787.8291961086118
0.02,47,713.2779218816723,-15.307337294603586,11610.318856094233,713.4421549213979,11624.58769919266,787.8291961086118
0.02,48,787.1882844825753,15.307337294603592,19459.093479860734,787.3371004859804,19474.840221870454,787.3371010531872
0.02,49,787.1882844825753,-15.307337294603583,19459.093479861964,787.3371004859804,19474.840221871684,787.3371010531872
0.05,0,750.2331031821238,500.0,76.6690126663822,901.5817817093906,121.74810175185173,916.1300056854063
0.05,1,750.2331031821237,-500.0,76.66901266638223,901.5817817093905,121.74810175185175,916.1300056854064
0.05,2,872.6918015389526,295.64145040361177,93.73940027055413,921.4091640905542,139.80985847508185,921.409164627873
0.05,3,872.6918015389526,-295.6414504036117,93.73940027055414,921.4091640905542,139.80985847508185,921.409164627873
0.05,4,750.2331031821238,320.0,106.68284851870656,815.6284136236791,147.4642691998905,825.9383605748778
0.05,5,750.2331031821237,-320.0,106.68284851870662,815.628413623679,147.46426919989057,825.938360574878
0.05,6,627.7744048252952,295.64145040361177,136.46601374056993,693.9053037342378,171.16127892728184,929.7939738220733
0.05,7,627.7744048252952,-295.64145040361177,136.46601374056993,693.9053037342378,171.16127892728184,929.7939738220733
0.05,8,811.4624523605382,147.82072520180589,203.05366120428278,824.816511952911,244.29448680192831,824.8165125110402
0.05,9,811.4624523605382,-147.82072520180586,203.05366120428283,824.816511952911,244.29448680192837,824.8165125110402
0.05,10,750.2331031821238,160.0,206.910269782032,767.1047575854808,245.26550766130606,772.6007654120698
0.05,11,750.2331031821238,-160.0,206.910269782032,767.1047575854808,245.26550766130606,772.6007654120698
0.05,12,689.0037540037096,-147.82072520180589,247.249939737406,704.6822970888314,282.48405459184755,829.50784918449
0.05,13,689.0037540037094,147.82072520180589,247.2499397374062,704.6822970888313,282.4840545918478,829.5078491844902
0.05,14,863.3701881719714,113.1370849898476,247.88926222268532,870.7514466391115,291.4268345546409,870.7514472016165
0.05,15,863.3701881719714,-113.13708498984764,247.88926222268532,870.7514466391115,291.4268345546409,870.7514472016165
0.05,16,637.0960181922762,113.13708498984761,355.2214447513165,647.0636262350505,387.574626063069,874.1202974326167
0.05,17,637.0960181922762,-113.1370849898476,355.22144475131677,647.0636262350505,387.5746260630693,874.1202974326167
0.05,18,750.2331031821238,80.0,446.9341550927918,754.4863876242429,484.6584744740039,757.2851684394827
0.05,19,750.2331031821238,-80.0,446.9341550927922,754.4863876242429,484.6584744740043,757.2851684394827
0.05,20,780.847777771331,73.91036260090294,469.2187508378191,784.3379333872759,508.43564750718286,784.3379339520657
0.05,21,780.847777771331,-73.91036260090293,469.2187508378196,784.3379333872759,508.4356475071834,784.3379339520657
0.05,22,898.0538283839297,61.22934917841437,492.4907433467182,900.1387181295141,537.497679253194,900.1387186955143
0.05,23,898.0538283839297,-61.22934917841433,492.49074334671866,900.1387181295141,537.4976792531944,900.1387186955143
0.05,24,719.6184285929166,73.91036260090294,513.7853215245353,723.4040533963959,549.9555241943551,786.8077852373457
0.05,25,719.6184285929166,-73.91036260090294,513.7853215245354,723.4040533963959,549.9555241943552,786.8077852373457
0.05,26,806.8016456770476,-56.56854249492382,633.8489824100442,808.7823535829601,674.2881000891922,808.7823541488849
0.05,27,806.8016456770476,56.5685424949238,633.8489824100444,808.7823535829601,674.2881000891924,808.7823541488849
0.05,28,693.6645606872,56.568542494923804,740.2297203900023,695.9673287973842,775.0280868298715,810.5973119697602
0.05,29,693.6645606872,-56.5685424949238,740.2297203900023,695.9673287973842,775.0280868298715,810.5973119697602
0.05,30,602.412377980318,61.22934917841438,750.5500764490545,605.5160661326119,780.825879755685,901.8593233315385
0.05,31,602.412377980318,-61.229349178414346,750.5500764490548,605.5160661326119,780.8258797556854,901.8593233315385
0.05,32,750.2331031821238,-40.0,1111.1226611026145,751.2986816907636,1148.6875951871527,752.7052996691104
0.05,33,750.2331031821238,40.0,1111.1226611026148,751.2986816907636,1148.687595187153,752.7052996691104
0.05,34,765.5404404767274,36.95518130045147,1233.6786520126677,766.4318961461945,1272.0002468199775,766.4318967128488
0.05,35,765.5404404767274,-36.955181300451464,1233.6786520126684,766.4318961461945,1272.0002468199782,766.4318967128488
0.05,36,734.9257658875202,36.95518130045147,1273.3978132182756,735.854310845773,1310.1905287605643,767.6966200497474
0.05,37,734.9257658875202,-36.95518130045147,1273.3978132182756,735.854310845773,1310.1905287605643,767.6966200497474
0.05,38,824.1434657830268,30.614674589207183,1612.0512660560055,824.7118954477752,1653.2868608283943,824.7118960146984
0.05,39,824.1434657830268,-30.614674589207166,1612.051266056008,824.7118954477752,1653.2868608283968,824.7118960146984
0.05,40,676.3227405812208,30.61467458920719,1805.551000398251,677.0152935698694,1839.4017650767446,825.6512426689419
0.05,41,676.3227405812208,-30.614674589207173,1805.5510003982565,677.0152935698694,1839.40176507675,825.6512426689419
0.05,42,778.5173744295857,-28.28427124746191,1941.0759158456626,779.0310021358173,1980.0274659524534,779.0310027027574
0.05,43,778.5173744295857,28.2842712474619,1941.0759158456628,779.0310021358173,1980.0274659524537,779.0310027027574
0.05,44,721.9488319346619,28.284271247461902,2008.9550184405684,722.5026753803911,2045.080152209588,779.973625238096
0.05,45,721.9488319346619,-28.2842712474619,2008.95501844057,722.5026753803911,2045.0801522095896,779.973625238096
0.05,46,713.2779218816723,15.307337294603595,11610.31885609402,713.4421549213979,11645.99096384009,787.8291961086118
0.05,47,713.2779218816723,-15.307337294603586,11610.318856094233,713.4421549213979,11645.990963840302,787.8291961086118
0.05,48,787.1882844825753,15.307337294603592,19459.093479860734,787.3371004859804,19498.460334885032,787.3371010531872
0.05,49,787.1882844825753,-15.307337294603583,19459.093479861964,787.3371004859804,19498.460334886262,787.3371010531872
